194 18721
25 60 202.667
25 61 313.293
25 62 214.591
25 63 329.512
25 64 249.129
25 65 444.119
25 66 304.991
25 67 317.267
25 68 282.065
25 69 173.87
25 70 244.821
25 71 109.126
25 72 139.71
25 73 322.959
25 74 180.556
25 75 151.157
25 76 136.454
25 77 272.492
25 78 170.373
25 79 273.226
25 80 167.002
25 81 277.056
25 82 214.451
25 83 271.554
25 84 313.514
25 85 449.414
25 86 460.778
25 87 199.886
25 88 270.806
25 89 322.654
25 90 352.846
25 91 252.057
25 92 305.442
25 93 291.383
25 94 361.236
25 95 307.545
25 96 307.936
25 97 324.791
25 98 441.641
25 99 352.948
25 100 385.997
25 101 347.3
25 102 279.15
25 103 314.565
25 104 374.835
25 105 367.416
25 106 362.154
25 107 389.827
25 108 390.869
25 109 329.126
25 110 435.978
25 111 413.193
25 112 443.008
25 113 355.167
25 114 391.302
25 115 464.289
25 116 462.6
25 117 480.053
25 118 448.926
25 119 433.722
25 120 542.148
25 121 524.569
25 122 465.544
25 123 602.866
25 124 613.068
25 125 506.194
25 126 504.695
25 127 527.797
25 128 607.616
25 129 572.54
25 130 589.698
25 131 558.492
25 132 561.863
25 133 606.679
25 134 570.791
25 135 598.222
25 136 596.04
25 137 591.586
25 138 586.658
25 139 591.608
25 140 613.507
25 141 597.05
25 142 613.285
25 143 659.383
25 144 613.617
25 145 638.793
25 146 633.908
25 147 630.657
25 148 667.343
25 149 647.038
25 150 633.616
25 151 655.563
25 152 640.722
25 153 646.926
25 154 649.132
25 155 679.104
25 156 696.107
25 157 670.001
25 158 707.066
25 159 711.926
25 160 754.365
25 161 728.711
25 162 732.337
25 163 734.806
25 164 731.541
25 165 736.886
25 166 774.621
25 167 759.797
25 168 771.543
25 169 783.601
25 170 793.271
25 171 804.373
25 172 803.822
25 173 799.995
25 174 800.403
25 175 799.449
25 176 827.72
25 177 817.183
25 178 821.558
25 179 819.152
25 180 828.582
25 181 834.906
25 182 849
25 183 843.274
25 184 843.273
25 185 858.665
25 186 851.277
25 187 866.571
25 188 874.882
25 189 882.605
25 190 890.09
25 191 889.663
25 192 899.27
25 193 904.378
25 194 921.024
26 27 165.556
26 28 99.1523
26 29 122.729
26 30 229.792
26 31 206.095
26 32 220.486
26 33 72.1329
26 34 188.489
26 35 217.397
26 36 362.172
26 37 156.458
26 38 205.776
26 39 179.337
26 40 196.252
26 41 207.557
26 42 221.728
26 43 200.18
26 44 215.674
26 45 123.511
26 46 210.001
26 47 188.167
26 48 208.871
26 49 221.932
26 50 230.581
26 51 181.356
26 52 210.333
26 53 209.659
26 54 214.172
26 55 222.937
26 56 205.893
26 57 109.997
26 58 199.148
26 59 334.333
26 60 91.7293
26 61 191.576
26 62 335.75
26 63 453.483
26 64 134.729
26 65 569.143
26 66 186.101
26 67 197.9
26 68 166.283
26 69 93.3404
26 70 139.347
26 71 187.829
26 72 111.127
26 73 206.942
26 74 123.386
26 75 137.071
26 76 168.639
26 77 175.122
26 78 146.532
26 79 186.018
26 80 220.348
26 81 189.913
26 82 307.633
26 83 195.861
26 84 221.876
26 85 567.035
26 86 577.77
26 87 226.31
26 88 210.828
26 89 426.346
26 90 458.922
26 91 224.008
26 92 243.701
26 93 244.668
26 94 461.512
26 95 253.453
26 96 258.702
26 97 266.114
26 98 548.564
26 99 447.587
26 100 304.51
26 101 438.73
26 102 288.669
26 103 297.489
26 104 461.653
26 105 313.285
26 106 315.561
26 107 330.293
26 108 330.988
26 109 367.177
26 110 365.729
26 111 497.906
26 112 373.486
26 113 392.94
26 114 443.093
26 115 401.898
26 116 406.463
26 117 427.467
26 118 416.59
26 119 458.578
26 120 481.581
26 121 471.742
26 122 465.72
26 123 530.44
26 124 540.359
26 125 556.658
26 126 553.512
26 127 586.365
26 128 544.494
26 129 529.149
26 130 658.844
26 131 526.907
26 132 613.904
26 133 558.142
26 134 621.381
26 135 556.639
26 136 563.407
26 137 632.989
26 138 613.488
26 139 614.26
26 140 656.713
26 141 600.176
26 142 650.99
26 143 618.584
26 144 624.687
26 145 682.314
26 146 668.299
26 147 622.722
26 148 631.84
26 149 683.846
26 150 644.353
26 151 636.869
26 152 640.964
26 153 654.354
26 154 663.476
26 155 654.932
26 156 741.88
26 157 680.816
26 158 692.818
26 159 702.142
26 160 720.341
26 161 761.43
26 162 716.383
26 163 765.825
26 164 758.659
26 165 732.599
26 166 751.047
26 167 748.058
26 168 765.548
26 169 811.371
26 170 781.118
26 171 786.979
26 172 825.809
26 173 814.326
26 174 815.16
26 175 808.53
26 176 857.945
26 177 818.364
26 178 815.37
26 179 837.81
26 180 819.562
26 181 834.725
26 182 874.59
26 183 856.77
26 184 848.539
26 185 843.095
26 186 867.529
26 187 880.515
26 188 876.658
26 189 888.37
26 190 902.502
26 191 894.505
26 192 904.903
26 193 898.279
26 194 941.263
27 28 67.0568
27 29 43.7039
27 30 65.8292
27 31 43.7489
27 32 57.1851
27 33 99.0047
27 34 34.9448
27 35 58.2154
27 36 527.307
27 37 33.4258
27 38 51.093
27 39 36.7443
27 40 44.7299
27 41 55.4122
27 42 66.8077
27 43 52.2487
27 44 62.6947
27 45 66.347
27 46 60.2591
27 47 48.8652
27 48 60.9086
27 49 70.1547
27 50 77.3569
27 51 51.2836
27 52 63.6135
27 53 63.5571
27 54 66.9398
27 55 73.2707
27 56 64.2651
27 57 90.7552
27 58 62.3027
27 59 497.898
27 60 120.352
27 61 72.4275
27 62 498.389
27 63 617.213
27 64 97.9709
27 65 733.388
27 66 85
27 67 87.7993
27 68 93.2907
27 69 171.484
27 70 123.979
27 71 338.471
27 72 227.611
27 73 107.057
27 74 203.561
27 75 249.769
27 76 300.257
27 77 150.858
27 78 246.092
27 79 177.154
27 80 352.881
27 81 178.941
27 82 455.108
27 83 203.236
27 84 185.281
27 85 725.632
27 86 735.803
27 87 339.186
27 88 236.527
27 89 576.405
27 90 610.015
27 91 286.362
27 92 253.868
27 93 276.604
27 94 608.196
27 95 272.007
27 96 282.658
27 97 273.78
27 98 698.833
27 99 590.344
27 100 262.146
27 101 579.308
27 102 373.902
27 103 352.661
27 104 597.78
27 105 315.624
27 106 328.555
27 107 320.542
27 108 320.542
27 109 467.949
27 110 331.566
27 111 631.03
27 112 339.29
27 113 490.867
27 114 549.973
27 115 375.27
27 116 389.122
27 117 412.799
27 118 432.406
27 119 537.781
27 120 448.451
27 121 451.621
27 122 516.92
27 123 473.745
27 124 482.448
27 125 655.734
27 126 651.091
27 127 692.184
27 128 501.862
27 129 517.638
27 130 772.634
27 131 532.204
27 132 712.055
27 133 536.806
27 134 717.744
27 135 545.54
27 136 564.386
27 137 719.235
27 138 684.759
27 139 680.806
27 140 743.919
27 141 644.727
27 142 732.495
27 143 604.37
27 144 677.315
27 145 768.89
27 146 745.457
27 147 652.298
27 148 624.299
27 149 763.051
27 150 695.561
27 151 651.786
27 152 679.686
27 153 701.107
27 154 718.003
27 155 661.569
27 156 828.892
27 157 730.35
27 158 710.579
27 159 725.211
27 160 710.247
27 161 833.293
27 162 730.809
27 163 835.607
27 164 824.204
27 165 761.29
27 166 753.858
27 167 766.579
27 168 790.725
27 169 875.964
27 170 797.779
27 171 796.562
27 172 883.18
27 173 862.912
27 174 864.231
27 175 850.93
27 176 924.062
27 177 850.657
27 178 838.45
27 179 890.856
27 180 838.862
27 181 864.761
27 182 934.826
27 183 903.024
27 184 884.937
27 185 853.072
27 186 916.807
27 187 926.627
27 188 907.84
27 189 924.195
27 190 946.135
27 191 929.005
27 192 940.098
27 193 918.829
27 194 993.415
28 29 23.6127
28 30 130.64
28 31 106.968
28 32 121.343
28 33 33.1767
28 34 89.946
28 35 118.65
28 36 460.342
28 37 59.4548
28 38 107.538
28 39 81.8996
28 40 98.2572
28 41 109.815
28 42 123.778
28 43 102.998
28 44 117.985
28 45 40.0241
28 46 112.823
28 47 92.0958
28 48 112.042
28 49 124.655
28 50 133.167
28 51 86.8592
28 52 113.847
28 53 113.291
28 54 117.715
28 55 126.181
28 56 110.447
28 57 49.3671
28 58 104.528
28 59 430.855
28 60 67.5046
28 61 101.69
28 62 431.414
28 63 550.171
28 64 73.149
28 65 666.332
28 66 102.439
28 67 112.157
28 68 92.1758
28 69 114.965
28 70 94.802
28 71 273.129
28 72 166.915
28 73 126.545
28 74 150.199
28 75 190.89
28 76 238.412
28 77 131.896
28 78 190.331
28 79 154.299
28 80 291.576
28 81 157.27
28 82 390.952
28 83 175.952
28 84 176.546
28 85 659.385
28 86 669.678
28 87 282.747
28 88 204.475
28 89 511.949
28 90 545.365
28 91 243.758
28 92 229.105
28 93 244.465
28 94 544.645
28 95 244.831
28 96 253.869
28 97 251.08
28 98 634.507
28 99 527.78
28 100 260.889
28 101 517.296
28 102 326.419
28 103 314.807
28 104 537.052
28 105 296.824
28 106 305.869
28 107 306.96
28 108 307.254
28 109 416.961
28 110 328.94
28 111 571.266
28 112 336.888
28 113 441.025
28 114 497.784
28 115 370.416
28 116 380.581
28 117 403.608
28 118 411.146
28 119 494.63
28 120 447.772
28 121 445.411
28 122 483.481
28 123 483.838
28 124 493.192
28 125 606.735
28 126 602.565
28 127 641.136
28 128 506.041
28 129 508.738
28 130 719.285
28 131 516.614
28 132 663.644
28 133 532.236
28 134 669.962
28 135 536.793
28 136 550.899
28 137 674.924
28 138 645.524
28 139 643.24
28 140 699.393
28 141 614.993
28 142 689.904
28 143 597.498
28 144 644.809
28 145 724.695
28 146 704.463
28 147 628.318
28 148 614.849
28 149 721.417
28 150 663.704
28 151 633.523
28 152 652.41
28 153 670.948
28 154 685.056
28 155 646.676
28 156 784.784
28 157 699.332
28 158 691.62
28 159 704.267
28 160 702.483
28 161 794.587
28 162 713.296
28 163 797.663
28 164 787.752
28 165 738.378
28 166 741.119
28 167 747.664
28 168 769.338
28 169 840.07
28 170 779.766
28 171 781.348
28 172 849.977
28 173 832.91
28 174 834.052
28 175 823.213
28 176 887.783
28 177 826.806
28 178 818.119
28 179 859.294
28 180 820.014
28 181 841.845
28 182 900.749
28 183 874.063
28 184 859.656
28 185 837.978
28 186 886.756
28 187 897.808
28 188 884.66
28 189 899.289
28 190 918.326
28 191 904.626
28 192 915.493
28 193 899.834
28 194 962.544
29 30 107.084
29 31 83.4837
29 32 97.8239
29 33 55.3809
29 34 67.1142
29 35 95.5329
29 36 483.91
29 37 38.8352
29 38 84.8574
29 39 60.1335
29 40 75.8267
29 41 87.4836
29 42 101.219
29 43 81.1273
29 44 95.6334
29 45 36.7728
29 46 90.8541
29 47 71.2
29 48 90.3123
29 49 102.529
29 50 110.903
29 51 67.2549
29 52 92.3213
29 53 91.8474
29 54 96.1645
29 55 104.367
29 56 89.6292
29 57 56.3669
29 58 84.3456
29 59 454.243
29 60 81.9067
29 61 84.4832
29 62 454.693
29 63 573.557
29 64 73.5455
29 65 689.772
29 66 88.6568
29 67 96.7835
29 68 84.0639
29 69 132.061
29 70 98.3666
29 71 295.248
29 72 186.419
29 73 113.155
29 74 165.988
29 75 209.542
29 76 258.632
29 77 132.339
29 78 207.47
29 79 156.786
29 80 311.58
29 81 159.335
29 82 412.449
29 83 180.556
29 84 173.969
29 85 682.091
29 86 692.307
29 87 300.436
29 88 211.324
29 89 533.627
29 90 567.15
29 91 255.254
29 92 233.244
29 93 251.645
29 94 565.864
29 95 250.035
29 96 259.769
29 97 254.58
29 98 656.133
29 99 548.508
29 100 256.547
29 101 537.755
29 102 340.254
29 103 324.619
29 104 556.911
29 105 299.112
29 106 309.676
29 107 307.355
29 108 307.542
29 109 432.436
29 110 325.488
29 111 590.691
29 112 333.393
29 113 456.042
29 114 513.849
29 115 367.928
29 116 379.449
29 117 402.785
29 118 414.787
29 119 506.948
29 120 444.048
29 121 443.636
29 122 491.93
29 123 476.49
29 124 485.645
29 125 621.541
29 126 617.173
29 127 656.813
29 128 500.76
29 129 508.066
29 130 735.96
29 131 518.384
29 132 678.242
29 133 530.064
29 134 684.306
29 135 536.118
29 136 551.96
29 137 687.866
29 138 656.428
29 139 653.487
29 140 712.436
29 141 622.189
29 142 702.167
29 143 596.248
29 144 653.095
29 145 737.619
29 146 716.102
29 147 633.355
29 148 614.545
29 149 733.32
29 150 671.758
29 151 636.445
29 152 658.712
29 153 678.36
29 154 693.547
29 155 648.379
29 156 797.704
29 157 707.096
29 158 694.86
29 159 708.252
29 160 701.677
29 161 805.38
29 162 716.026
29 163 808.161
29 164 797.666
29 165 743.122
29 166 742.137
29 167 750.939
29 168 773.542
29 169 849.797
29 170 782.735
29 171 783.298
29 172 858.675
29 173 840.381
29 174 841.59
29 175 829.816
29 176 897.681
29 177 831.965
29 178 821.969
29 179 867.372
29 180 823.32
29 181 846.666
29 182 909.807
29 183 881.164
29 184 865.368
29 185 839.926
29 186 894.275
29 187 904.867
29 188 889.605
29 189 904.883
29 190 925.017
29 191 910.028
29 192 920.984
29 193 903.245
29 194 970.409
30 31 23.9292
30 32 9.54608
30 33 160.339
30 34 44.1972
30 35 19.253
30 36 590.17
30 37 77.1453
30 38 31.9747
30 39 56.3965
30 40 40.4984
30 41 34.6054
30 42 27.2194
30 43 42.3918
30 44 31.3594
30 45 116.699
30 46 37.4516
30 47 54.8849
30 48 40.2251
30 49 33.5284
30 50 32.456
30 51 64.457
30 52 41.8892
30 53 42.8337
30 54 41.0181
30 55 37.6889
30 56 49.1949
30 57 140.378
30 58 55.4026
30 59 559.404
30 60 171.667
30 61 74.8666
30 62 559.279
30 63 678.616
30 64 135.922
30 65 795.093
30 66 93.1554
30 67 86.8379
30 68 115.097
30 69 221.665
30 70 158.826
30 71 395.447
30 72 279.774
30 73 103.294
30 74 249.387
30 75 299.434
30 76 352.453
30 77 172.849
30 78 292.618
30 79 198.852
30 80 403.741
30 81 199.391
30 82 509.387
30 83 226.171
30 84 193.188
30 85 783.547
30 86 793.38
30 87 384.363
30 88 261.287
30 89 630.748
30 90 664.623
30 91 318.618
30 92 270.78
30 93 299.254
30 94 660.874
30 95 290.175
30 96 301.83
30 97 287.598
30 98 752.637
30 99 641.491
30 100 255.9
30 101 629.651
30 102 408.713
30 103 378.117
30 104 646.163
30 105 323.681
30 106 339.873
30 107 323.306
30 108 323.017
30 109 505.145
30 110 323.137
30 111 677.907
30 112 330.339
30 113 526.506
30 114 587.747
30 115 367.481
30 116 384.534
30 117 408.201
30 118 439.266
30 119 565.487
30 120 434.673
30 121 443.181
30 122 534.597
30 123 449.061
30 124 456.99
30 125 688.986
30 126 683.824
30 127 727.631
30 128 482.363
30 129 510.601
30 130 810.502
30 131 531.55
30 132 744.272
30 133 525.226
30 134 749.195
30 135 537.918
30 136 561.175
30 137 746.702
30 138 706.837
30 139 701.103
30 140 771.478
30 141 657.048
30 142 757.946
30 143 594.132
30 144 692.243
30 145 795.932
30 146 769.048
30 147 658.612
30 148 616.358
30 149 787.246
30 150 709.653
30 151 652.31
30 152 689.13
30 153 713.37
30 154 733.071
30 155 658.622
30 156 855.525
30 157 743.287
30 158 711.257
30 159 727.777
30 160 699.811
30 161 853.852
30 162 729.864
30 163 855.316
30 164 842.345
30 165 765.584
30 166 747.965
30 167 766.77
30 168 793.253
30 169 893.228
30 170 796.838
30 171 792.822
30 172 897.5
30 173 873.932
30 174 875.431
30 175 859.614
30 176 941.521
30 177 855.331
30 178 839.594
30 179 903.385
30 180 838.5
30 181 868.393
30 182 949.843
30 183 912.737
30 184 890.897
30 185 848.851
30 186 927.601
30 187 936.074
30 188 911.51
30 189 929.565
30 190 954.429
30 191 933.805
30 192 945.079
30 193 918.169
30 194 1004.74
31 32 14.4444
31 33 136.423
31 34 21.2441
31 35 15.5778
31 36 566.255
31 37 53.493
31 38 16.8532
31 39 33.9719
31 40 20.8925
31 41 22.0076
31 42 26.4706
31 43 26.3068
31 44 25.1967
31 45 93.215
31 46 27.2236
31 47 35.7082
31 48 29.5085
31 49 31.8295
31 50 36.7518
31 51 44.7903
31 52 32.2414
31 53 32.8354
31 54 33.7039
31 55 36.0149
31 56 37.5914
31 57 117.185
31 58 41.2245
31 59 535.482
31 60 148.451
31 61 59.759
31 62 535.379
31 63 654.7
31 64 114.512
31 65 771.171
31 66 77.6035
31 67 73.9171
31 68 96.7345
31 69 198.8
31 70 138.391
31 71 371.855
31 72 256.737
31 73 92.333
31 74 227.364
31 75 276.839
31 76 329.505
31 77 155.749
31 78 270.584
31 79 182.164
31 80 381.069
31 81 183.056
31 82 486.21
31 83 209.404
31 84 180.536
31 85 759.92
31 86 769.795
31 87 362.768
31 88 244.268
31 89 607.599
31 90 641.44
31 91 299.883
31 92 256.06
31 93 283.025
31 94 638.011
31 95 275.194
31 96 286.613
31 97 273.912
31 98 729.603
31 99 618.898
31 100 248.689
31 101 607.205
31 102 389.563
31 103 361.385
31 104 624.112
31 105 311.993
31 106 327.215
31 107 313.361
31 108 313.168
31 109 485.543
31 110 317.111
31 111 656.183
31 112 324.537
31 113 507.32
31 114 568.083
31 115 361.404
31 116 377.37
31 117 401.114
31 118 428.359
31 119 548.467
31 120 431.007
31 121 437.566
31 122 520.462
31 123 449.671
31 124 457.929
31 125 670.565
31 126 665.539
31 127 708.658
31 128 480.989
31 129 504.624
31 130 790.95
31 131 523.363
31 132 726.165
31 133 520.93
31 134 731.299
31 135 532.2
31 136 553.926
31 137 729.911
31 138 691.577
31 139 686.369
31 140 754.677
31 141 644.736
31 142 741.739
31 143 589.449
31 144 679.145
31 145 779.292
31 146 753.389
31 147 648.248
31 148 610.869
31 149 771.423
31 150 696.833
31 151 643.889
31 152 677.774
31 153 701.132
31 154 719.966
31 155 651.41
31 156 839.036
31 157 730.861
31 158 702.845
31 159 718.737
31 160 695.323
31 161 839.147
31 162 722.028
31 163 840.868
31 164 828.367
31 165 755.995
31 166 741.882
31 167 758.575
31 168 784.281
31 169 879.55
31 170 789.057
31 171 786.015
31 172 884.742
31 173 862.211
31 174 863.653
31 175 848.641
31 176 927.808
31 177 845.681
31 178 831.128
31 179 891.198
31 180 830.55
31 181 859.102
31 182 936.894
31 183 901.461
31 184 880.841
31 185 842.254
31 186 915.984
31 187 924.897
31 188 902.232
31 189 919.727
31 190 943.639
31 191 924.161
31 192 935.38
31 193 910.373
31 194 992.991
32 33 150.864
32 34 34.7222
32 35 12.7445
32 36 580.696
32 37 67.6074
32 38 23.7674
32 39 47.0462
32 40 31.5946
32 41 27.2236
32 42 23.4142
32 43 34.3737
32 44 25.8258
32 45 107.19
32 46 30.9482
32 47 46.279
32 48 33.6982
32 49 29.8788
32 50 31.3298
32 51 55.7994
32 52 35.7805
32 53 36.6467
32 54 35.6704
32 55 34.3031
32 56 42.6893
32 57 130.93
32 58 48.2223
32 59 549.877
32 60 162.219
32 61 67.633
32 62 549.741
32 63 669.085
32 64 126.942
32 65 785.568
32 66 85.898
32 67 80.4165
32 68 107.014
32 69 212.308
32 70 150.155
32 71 385.929
32 72 270.378
32 73 97.6549
32 74 240.269
32 75 290.157
32 76 343.083
32 77 165.273
32 78 283.502
32 79 191.443
32 80 394.448
32 81 192.104
32 82 499.962
32 83 218.757
32 84 187.192
32 85 774.024
32 86 783.865
32 87 375.389
32 88 253.806
32 89 621.331
32 90 655.198
32 91 310.57
32 92 264.113
32 93 292.067
32 94 651.533
32 95 283.425
32 96 295.002
32 97 281.312
32 98 743.251
32 99 632.226
32 100 251.991
32 101 620.429
32 102 400.542
32 103 370.778
32 104 637.06
32 105 318.144
32 106 333.987
32 107 318.416
32 108 318.164
32 109 496.832
32 110 319.732
32 111 668.907
32 112 327.025
32 113 518.336
32 114 579.419
32 115 364.081
32 116 380.726
32 117 404.432
32 118 434.062
32 119 558.076
32 120 432.234
32 121 439.989
32 122 528.221
32 123 448.313
32 124 456.376
32 125 681.091
32 126 675.977
32 127 719.547
32 128 480.838
32 129 507.288
32 130 802.222
32 131 527.395
32 132 736.491
32 133 522.568
32 134 741.487
32 135 534.712
32 136 557.385
32 137 739.387
32 138 700.07
32 139 694.528
32 140 764.161
32 141 651.36
32 142 750.841
32 143 591.338
32 144 686.268
32 145 788.674
32 146 762.142
32 147 653.654
32 148 613.256
32 149 780.282
32 150 703.783
32 151 648.088
32 152 683.803
32 153 707.716
32 154 727.097
32 155 654.863
32 156 848.324
32 157 737.566
32 158 707.046
32 159 723.328
32 160 697.11
32 161 847.298
32 162 725.875
32 163 848.856
32 164 836.057
32 165 760.931
32 166 744.652
32 167 762.647
32 168 788.837
32 169 887.054
32 170 792.877
32 171 789.234
32 172 891.667
32 173 868.484
32 174 869.962
32 175 854.446
32 176 935.337
32 177 850.662
32 178 835.375
32 179 897.765
32 180 834.478
32 181 863.862
32 182 943.942
32 183 907.459
32 184 886.078
32 185 845.349
32 186 922.196
32 187 930.834
32 188 906.987
32 189 924.831
32 190 949.336
32 191 929.144
32 192 940.398
32 193 914.212
32 194 999.291
33 34 117.689
33 35 146.659
33 36 429.832
33 37 85.0022
33 38 134.579
33 39 107.843
33 40 124.941
33 41 136.04
33 42 150.263
33 43 128.46
33 44 144.096
33 45 51.6876
33 46 138.24
33 47 116.211
33 48 137.01
33 49 150.165
33 50 158.837
33 51 109.243
33 52 138.386
33 53 137.691
33 54 142.21
33 55 151.017
33 56 133.807
33 57 43.3369
33 58 127.022
33 59 399.402
33 60 44.1134
33 61 119.82
33 62 399.636
33 63 518.691
33 64 70.5736
33 65 635.037
33 66 115.719
33 67 127.1
33 68 98.6217
33 69 84.9955
33 70 84.6817
33 71 240.075
33 72 134.44
33 73 137.918
33 74 121.053
33 75 158.901
33 76 205.489
33 77 123.424
33 78 159.535
33 79 141.977
33 80 258.707
33 81 145.419
33 82 357.779
33 83 160.078
33 84 170.493
33 85 626.712
33 86 636.937
33 87 251.226
33 88 185.065
33 89 478.796
33 90 512.23
33 91 218.299
33 92 212.782
33 93 224.086
33 94 511.47
33 95 226.923
33 96 234.975
33 97 235.282
33 98 601.348
33 99 494.661
33 100 255.597
33 101 484.236
33 102 298.099
33 103 290.766
33 104 504.176
33 105 282.103
33 106 289.113
33 107 294.638
33 108 295.073
33 109 386.968
33 110 321.663
33 111 538.558
33 112 329.604
33 113 411.39
33 114 467.227
33 115 361.497
33 116 369.753
33 117 392.233
33 118 393.959
33 119 467.413
33 120 440.135
33 121 435.112
33 122 460.355
33 123 481.219
33 124 490.831
33 125 577.12
33 126 573.121
33 127 610.791
33 128 500.357
33 129 496.718
33 130 688.159
33 131 501.398
33 132 634.169
33 133 522.151
33 134 640.7
33 135 524.691
33 136 536.493
33 137 646.915
33 138 619.523
33 139 617.915
33 140 671.274
33 141 593.018
33 142 662.522
33 143 585.995
33 144 621.574
33 145 696.668
33 146 677.674
33 147 608.824
33 148 602.058
33 149 694.358
33 150 640.699
33 151 616.584
33 152 631.399
33 153 648.648
33 154 661.547
33 155 631.235
33 156 756.725
33 157 676.604
33 158 674.19
33 159 685.912
33 160 690.177
33 161 768.569
33 162 696.46
33 163 771.94
33 164 762.636
33 165 719.068
33 166 726.39
33 167 730.111
33 168 750.635
33 169 815.109
33 170 762.545
33 171 765.389
33 172 826.093
33 173 810.375
33 174 811.441
33 175 801.659
33 176 862.614
33 177 806.911
33 178 799.786
33 179 836.072
33 180 802.337
33 181 822.331
33 182 876.448
33 183 851.905
33 184 839.087
33 185 821.954
33 186 864.126
33 187 875.678
33 188 864.961
33 189 878.822
33 190 896.595
33 191 884.379
33 192 895.133
33 193 881.95
33 194 939.483
34 35 28.9742
34 36 547.231
34 37 33.1965
34 38 17.7995
34 39 12.7899
34 40 9.82879
34 41 21.1184
34 42 34.2129
34 43 17.3428
34 44 29.0128
34 45 72.5213
34 46 25.5465
34 47 18.1982
34 48 26.0015
34 49 36.287
34 50 44.2496
34 51 25.6053
34 52 28.6758
34 53 28.6125
34 54 32.065
34 55 38.9137
34 56 29.7274
34 57 96.2111
34 58 29.2288
34 59 515.911
34 60 127.499
34 61 44.1806
34 62 515.604
34 63 635.049
34 64 93.3747
34 65 751.597
34 66 60.6358
34 67 59.5152
34 68 77.1668
34 69 177.676
34 70 117.522
34 71 351.277
34 72 235.691
34 73 78.836
34 74 206.12
34 75 255.647
34 76 308.423
34 77 136.527
34 78 249.339
34 79 163.073
34 80 359.9
34 81 164.176
34 82 465.249
34 83 190.177
34 84 164.153
34 85 739.386
34 86 749.202
34 87 341.544
34 88 224.82
34 89 586.623
34 90 620.485
34 91 279.519
34 92 237.942
34 93 263.947
34 94 616.905
34 95 256.869
34 96 268.122
34 97 256.408
34 98 708.568
34 99 597.716
34 100 235.949
34 101 585.996
34 102 368.984
34 103 341.94
34 104 602.869
34 105 295.726
34 106 310.261
34 107 298.313
34 108 298.189
34 109 464.775
34 110 304.982
34 111 634.945
34 112 312.554
34 113 486.696
34 114 547.282
34 115 349.096
34 116 364.196
34 117 387.945
34 118 412.408
34 119 528.776
34 120 420.41
34 121 425.438
34 122 502.359
34 123 442.53
34 124 451.048
34 125 650.214
34 126 645.244
34 127 688.085
34 128 472.137
34 129 492.113
34 130 770.166
34 131 509.199
34 132 705.937
34 133 509.684
34 134 711.161
34 135 519.848
34 136 540.41
34 137 710.286
34 138 672.757
34 139 667.844
34 140 735.043
34 141 627.681
34 142 722.404
34 143 577.821
34 144 661.586
34 145 759.733
34 146 734.338
34 147 632.464
34 148 598.606
34 149 752.281
34 150 679.437
34 151 629.449
34 152 661.316
34 153 684.097
34 154 702.386
34 155 637.833
34 156 819.542
34 157 713.696
34 158 688.373
34 159 703.817
34 160 683.749
34 161 820.597
34 162 707.954
34 163 822.464
34 164 810.236
34 165 740.677
34 166 729.072
34 167 744.224
34 168 769.375
34 169 861.581
34 170 774.985
34 171 772.646
34 172 867.324
34 173 845.445
34 174 846.851
34 175 832.362
34 176 909.808
34 177 830.283
34 178 816.552
34 179 874.131
34 180 816.338
34 181 843.943
34 182 919.346
34 183 884.969
34 184 865.157
34 185 829.011
34 186 899.269
34 187 908.462
34 188 887.068
34 189 904.178
34 190 927.45
34 191 908.739
34 192 919.919
34 193 896.237
34 194 976.173
35 36 576.112
35 37 61.9501
35 38 13.3623
35 39 39.7601
35 40 22.7778
35 41 15.3659
35 42 11.6601
35 43 23.3498
35 44 13.091
35 45 100.61
35 46 18.4132
35 47 36.2817
35 48 21.1878
35 49 17.832
35 50 21.3727
35 51 45.8401
35 52 23.1224
35 53 24.0146
35 54 22.9281
35 55 22.2657
35 56 30.2013
35 57 123.622
35 58 36.1752
35 59 544.598
35 60 154.841
35 61 55.6451
35 62 544.179
35 63 663.687
35 64 117.569
35 65 780.269
35 66 73.938
35 67 67.9512
35 68 95.9187
35 69 204.269
35 70 140.01
35 71 379.105
35 72 262.525
35 73 84.9709
35 74 231.219
35 75 281.682
35 76 335.042
35 77 153.599
35 78 274.426
35 79 179.623
35 80 386.011
35 81 180.187
35 82 492.223
35 83 206.943
35 84 174.616
35 85 767.202
35 86 776.927
35 87 365.871
35 88 242.05
35 89 613.519
35 90 647.438
35 91 299.401
35 92 251.811
35 93 280.082
35 94 643.283
35 95 271.168
35 96 282.789
35 97 268.844
35 98 735.238
35 99 623.632
35 100 239.31
35 101 611.667
35 102 389.528
35 103 358.909
35 104 627.888
35 105 305.472
35 106 321.394
35 107 305.675
35 108 305.421
35 109 486.013
35 110 307.14
35 111 659.435
35 112 314.452
35 113 507.317
35 114 568.619
35 115 351.485
35 116 368.051
35 117 391.763
35 118 421.346
35 119 546.267
35 120 419.912
35 121 427.437
35 122 515.798
35 123 436.785
35 124 444.925
35 125 669.739
35 126 664.574
35 127 708.416
35 128 468.894
35 129 494.704
35 130 791.35
35 131 514.675
35 132 725.02
35 133 510.164
35 134 729.942
35 135 522.151
35 136 544.708
35 137 727.504
35 138 687.834
35 139 682.195
35 140 752.28
35 141 638.726
35 142 738.808
35 143 578.888
35 144 673.708
35 145 776.748
35 146 749.985
35 147 640.919
35 148 600.718
